id,name,localId,category,rarity,set_id,set_name,set_series,artist,illustrator,hp,types,stage,attack_count,attacks_json,weaknesses_json,resistances_json,retreat,regulation_mark,image_small,image_high,variants_json,cardmarket_url,cardmarket_updated_at,cardmarket_avg1,cardmarket_avg7,cardmarket_avg30,cardmarket_low_price,cardmarket_trend,cardmarket_reverse_holo_sell,cardmarket_reverse_holo_low,cardmarket_reverse_holo_trend,tcgplayer_updated_at,tcgplayer_prices_json,cardmarket_updated_at,cardmarket_avg,cardmarket_low,cardmarket_trend,cardmarket_avg1,cardmarket_avg7,cardmarket_avg30,cardmarket_avg_holo,cardmarket_low_holo,cardmarket_trend_holo,normal_market,reverse_market,holo_market,raw_estimate,ace8_estimate,ace9_estimate,ace10_estimate
base5-12,Dark Slowbro,12,Pokemon,Rare,base5,Team Rocket,,,Mitsuhiro Arita,60,Psychic,Stage1,1,"[{""cost"": [""Psychic"", ""Psychic""], ""name"": ""Fickle Attack"", ""effect"": ""Flip a coin. If tails, this attack does nothing."", ""damage"": 40}]","[{""type"": ""Psychic"", ""value"": ""\u00d72""}]",[],2,,https://assets.tcgdex.net/en/base/base5/12/low.png,https://assets.tcgdex.net/en/base/base5/12/high.png,"{""firstEdition"": true, ""holo"": true, ""normal"": false, ""reverse"": false, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,49.2,47.49,43.79,9,56.39,,,,,{},2026-05-30T00:47:09.000Z,47.3,9,56.39,49.2,47.49,43.79,,,33.23,,,,43.79,,,
hgss3-12,Drifblim,12,Pokemon,Rare,hgss3,Undaunted,,,Kagemaru Himeno,90,Psychic,Stage1,2,"[{""cost"": [""Psychic"", ""Colorless""], ""name"": ""Balloon Tackle"", ""effect"": ""Drifblim does 20 damage to itself."", ""damage"": 60}, {""cost"": [""Colorless"", ""Colorless"", ""Colorless""], ""name"": ""Take Away"", ""effect"": ""Shuffle Drifblim and all cards attached to it back into your deck. Then, your opponent shuffles the Defending Pok\u00e9mon and all cards attached to it into his or her deck. (You choose your new Active Pok\u00e9mon first.)""}]","[{""type"": ""Darkness"", ""value"": ""\u00d72""}]","[{""type"": ""Colorless"", ""value"": ""-20""}]",0,,https://assets.tcgdex.net/en/hgss/hgss3/12/low.png,https://assets.tcgdex.net/en/hgss/hgss3/12/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": true, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.5,0.6,0.65,0.1,0.41,,,,,{},2026-05-30T00:47:09.000Z,0.56,0.1,0.41,0.5,0.6,0.65,1.49,0.17,1.82,,,,0.65,,,
hgss1-12,Slowking,12,Pokemon,Rare Holo,hgss1,HeartGold SoulSilver,,,Sumiyoshi Kizuki,80,Psychic,Stage1,1,"[{""cost"": [""Psychic"", ""Colorless""], ""name"": ""Psyshock"", ""effect"": ""Flip a coin. If heads, the Defending Pok\u00e9mon is now Paralyzed."", ""damage"": 30}]","[{""type"": ""Psychic"", ""value"": ""\u00d72""}]",[],2,,https://assets.tcgdex.net/en/hgss/hgss1/12/low.png,https://assets.tcgdex.net/en/hgss/hgss1/12/high.png,"{""firstEdition"": false, ""holo"": true, ""normal"": false, ""reverse"": true, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,3.51,5.3,6.43,0.8,4.76,,,,,{},2026-05-30T00:47:09.000Z,6.97,0.8,4.76,3.51,5.3,6.43,5.5,1.5,4.95,,,,6.43,,,
hgss2-12,Beedrill,12,Pokemon,Rare,hgss2,Unleashed,,,Kyoko Umemoto,110,Grass,Stage2,2,"[{""cost"": [""Grass""], ""name"": ""Twineedle"", ""effect"": ""Flip 2 coins. This attack does 50 damage times the number of heads."", ""damage"": ""50x""}, {""cost"": [""Grass"", ""Colorless""], ""name"": ""Paralyze Poison"", ""effect"": ""The Defending Pok\u00e9mon is now Poisoned. Flip a coin. If heads, the Defending Pok\u00e9mon is also Paralyzed."", ""damage"": 20}]","[{""type"": ""Fire"", ""value"": ""\u00d72""}]",[],0,,https://assets.tcgdex.net/en/hgss/hgss2/12/low.png,https://assets.tcgdex.net/en/hgss/hgss2/12/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": true, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,1,0.87,1.01,0.05,0.71,,,,,{},2026-05-30T00:47:09.000Z,0.86,0.05,0.71,1,0.87,1.01,1.25,0.35,2.61,,,,1.01,,,
base1-12,Ninetales,12,Pokemon,Rare,base1,Base Set,,,Ken Sugimori,80,Fire,Stage1,2,"[{""cost"": [""Colorless"", ""Colorless""], ""name"": ""Lure"", ""effect"": ""If your opponent has any Benched Pok\u00e9mon, choose 1 of them and switch it with the Defending Pok\u00e9mon.""}, {""cost"": [""Fire"", ""Fire"", ""Fire"", ""Fire""], ""name"": ""Fire Blast"", ""effect"": ""Discard 1 Energy card attached to Ninetales in order to use this attack."", ""damage"": 80}]","[{""type"": ""Water"", ""value"": ""\u00d72""}]",[],1,,https://assets.tcgdex.net/en/base/base1/12/low.png,https://assets.tcgdex.net/en/base/base1/12/high.png,"{""firstEdition"": true, ""holo"": true, ""normal"": false, ""reverse"": false, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,7.45,13.87,15.96,1,16.12,,,,,{},2026-05-30T00:47:09.000Z,18.89,1,16.12,7.45,13.87,15.96,,,19.81,,,,15.96,,,
dv1-12,Axew,12,Pokemon,Rare,dv1,Dragon Vault,,,Mizue,40,Dragon,Basic,2,"[{""cost"": [""Fighting""], ""name"": ""Signs of Evolution"", ""effect"": ""Flip a coin. If heads, search your deck for Fraxure, reveal it, and put it into your hand. Shuffle your deck afterward.""}, {""cost"": [""Metal""], ""name"": ""Scratch"", ""damage"": 10}]","[{""type"": ""Dragon"", ""value"": ""\u00d72""}]",[],1,,https://assets.tcgdex.net/en/bw/dv1/12/low.png,https://assets.tcgdex.net/en/bw/dv1/12/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.48,1.74,1.57,0.1,2.16,,,,,{},2026-05-30T00:47:09.000Z,2.14,0.1,2.16,0.48,1.74,1.57,,0.15,1.3,,,,1.57,,,
2024sv-12,Dragonite,12,Pokemon,None,2024sv,McDonald's Collection 2024,,,Sanosuke Sakuma,160,Dragon,Stage2,1,"[{""cost"": [""Water"", ""Lightning"", ""Colorless""], ""name"": ""Dragon Pulse"", ""effect"": ""Discard the top 2 cards of your deck."", ""damage"": 180}]",[],[],3,,,,"{""firstEdition"": false, ""holo"": true, ""normal"": false, ""reverse"": false, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,1.16,1.29,1.28,0.09,1.39,,,,,{},2026-05-30T00:47:09.000Z,1.45,0.09,1.39,1.16,1.29,1.28,,,0,,,,1.28,,,
sv04-012,Orbeetle,12,Pokemon,Uncommon,sv04,Paradox Rift,,,Oku,130,Grass,Stage2,2,"[{""cost"": [""Grass""], ""name"": ""Satellite Beam"", ""effect"": ""This attack does 30 damage for each Energy card in your opponent's discard pile."", ""damage"": ""30\u00d7""}, {""cost"": [""Colorless"", ""Colorless""], ""name"": ""Brain Shake"", ""effect"": ""Your opponent's Active Pok\u00e9mon is now Confused."", ""damage"": 100}]",[],[],1,G,https://assets.tcgdex.net/en/sv/sv04/012/low.png,https://assets.tcgdex.net/en/sv/sv04/012/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": true, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.02,0.03,0.03,0.02,0.02,,,,,{},2026-05-30T00:47:09.000Z,0.03,0.02,0.02,0.02,0.03,0.03,0.13,0.02,0.14,,,,0.03,,,
2021swsh-12,Chimchar,12,Pokemon,None,2021swsh,McDonald's Collection 2021,,,Kouki Saitou,60,Fire,Basic,1,"[{""cost"": [""Fire""], ""name"": ""Fury Swipes"", ""effect"": ""Flip 3 coins. This attack does 10 damage for each heads."", ""damage"": ""10\u00d7""}]","[{""type"": ""Water"", ""value"": ""\u00d72""}]",[],1,,,,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.11,0.25,0.24,0.02,0.29,,,,,{},2026-05-30T00:47:09.000Z,0.25,0.02,0.29,0.11,0.25,0.24,,,3.12,,,,0.24,,,
2016xy-12,Eevee,12,Pokemon,None,2016xy,McDonald's Collection 2016,,,Kouki Saitou,60,,Basic,2,"[{""name"": ""Tackle"", ""damage"": 10}, {""name"": ""Lunge"", ""effect"": ""Flip a coin. If tails, this attack does nothing."", ""damage"": 30}]",[],[],0,,,,"{""firstEdition"": false, ""holo"": true, ""normal"": false, ""reverse"": false, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,6.95,22.24,15.92,0.5,16.07,,,,,{},2026-05-30T00:47:09.000Z,21.31,0.5,16.07,6.95,22.24,15.92,,,1.61,,,,15.92,,,
bw1-12,Maractus,12,Pokemon,Rare,bw1,Black & White,,,Kouki Saitou,90,Grass,Basic,2,"[{""cost"": [""Grass""], ""name"": ""Constant Rattle"", ""effect"": ""Flip 3 coins. If 1 of them is heads, this attack does 10 damage. If 2 of them are heads, this attack does 30 damage. If all of them are heads, this attack does 60 damage.""}, {""cost"": [""Grass"", ""Grass"", ""Grass""], ""name"": ""Giga Drain"", ""effect"": ""Heal from this Pok\u00e9mon the same amount of damage you did to the Defending Pok\u00e9mon."", ""damage"": 50}]","[{""type"": ""Fire"", ""value"": ""\u00d72""}]","[{""type"": ""Water"", ""value"": ""-20""}]",2,,https://assets.tcgdex.net/en/bw/bw1/12/low.png,https://assets.tcgdex.net/en/bw/bw1/12/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.18,0.28,0.25,0.02,0.27,,,,,{},2026-05-30T00:47:09.000Z,0.26,0.02,0.27,0.18,0.28,0.25,0.9,0.1,0.75,,,,0.25,,,
bw2-12,Whimsicott,12,Pokemon,Rare,bw2,Emerging Powers,,,Mizue,80,Grass,Stage1,2,"[{""cost"": [""Colorless""], ""name"": ""Encore"", ""effect"": ""Choose 1 of the Defending Pok\u00e9mon's attacks. During your opponent's next turn, that Pok\u00e9mon can use only that attack."", ""damage"": 20}, {""cost"": [""Grass"", ""Grass""], ""name"": ""U-turn"", ""effect"": ""Switch this Pok\u00e9mon with 1 of your Benched Pok\u00e9mon."", ""damage"": 40}]","[{""type"": ""Fire"", ""value"": ""\u00d72""}]","[{""type"": ""Water"", ""value"": ""-20""}]",1,,https://assets.tcgdex.net/en/bw/bw2/12/low.png,https://assets.tcgdex.net/en/bw/bw2/12/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.49,0.26,0.26,0.02,0.28,,,,,{},2026-05-30T00:47:09.000Z,0.27,0.02,0.28,0.49,0.26,0.26,0.47,0.05,0.71,,,,0.26,,,
ecard3-12,Houndoom,12,Pokemon,Rare,ecard3,Skyridge,,,Kimiya Masago,70,Darkness,Stage1,2,"[{""cost"": [""Colorless"", ""Colorless""], ""name"": ""Ambush"", ""effect"": ""Flip a coin. If heads, this attack does 10 damage plus 20 more damage."", ""damage"": ""10+""}, {""cost"": [""Darkness"", ""Colorless"", ""Colorless""], ""name"": ""Lonely Fang"", ""effect"": ""This attack does 30 damage plus 20 damage times the number of your opponent's Benched Pok\u00e9mon minus the number of your Benched Pok\u00e9mon. (For example, if your opponent has 3 Benched Pok\u00e9mon and you have 1, this attack will do 30 damage plus 40 more damage."", ""damage"": ""30+""}]","[{""type"": ""Fighting"", ""value"": ""\u00d72""}]","[{""type"": ""Psychic"", ""value"": ""-30""}]",1,,https://assets.tcgdex.net/en/ecard/ecard3/12/low.png,https://assets.tcgdex.net/en/ecard/ecard3/12/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": true, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,155,283.74,200.65,99,325.01,,,,,{},2026-05-30T00:47:09.000Z,114.98,99,325.01,155,283.74,200.65,,,61.92,,,,200.65,,,
bw4-12,Arcanine,12,Pokemon,Rare,bw4,Next Destinies,,,Mitsuhiro Arita,130,Fire,Stage1,1,"[{""cost"": [""Fire"", ""Fire"", ""Colorless""], ""name"": ""Fire Spin"", ""effect"": ""Flip a coin. If tails, discard 2 Energy attached to this Pok\u00e9mon."", ""damage"": 100}]","[{""type"": ""Water"", ""value"": ""\u00d72""}]",[],3,,https://assets.tcgdex.net/en/bw/bw4/12/low.png,https://assets.tcgdex.net/en/bw/bw4/12/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,5,59.63,22.73,0.1,34.93,,,,,{},2026-05-30T00:47:09.000Z,41.4,0.1,34.93,5,59.63,22.73,6.28,0.1,5.16,,,,22.73,,,
bw3-12,Accelgor,12,Pokemon,Rare,bw3,Noble Victories,,,Kagemaru Himeno,90,Grass,Stage1,2,"[{""cost"": [""Colorless""], ""name"": ""Acid Spray"", ""effect"": ""Flip a coin. If heads, discard an Energy attached to the Defending Pok\u00e9mon."", ""damage"": 20}, {""cost"": [""Grass""], ""name"": ""Slashing Strike"", ""effect"": ""This Pok\u00e9mon can't use Slashing Strike during your next turn."", ""damage"": 60}]","[{""type"": ""Fire"", ""value"": ""\u00d72""}]",[],0,,https://assets.tcgdex.net/en/bw/bw3/12/low.png,https://assets.tcgdex.net/en/bw/bw3/12/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.29,0.46,0.37,0.02,0.43,,,,,{},2026-05-30T00:47:09.000Z,0.52,0.02,0.43,0.29,0.46,0.37,,0.02,0.7,,,,0.37,,,
ecard2-12,Exeggutor,12,Pokemon,Rare,ecard2,Aquapolis,,,Yukiko Baba,80,Grass,Stage1,2,"[{""cost"": [""Colorless""], ""name"": ""Super Eggsplosion"", ""effect"": ""Discard any number of Energy cards attached to any of your Pok\u00e9mon. Flip a number of coins equal to the number of Energy cards discarded this way. This attack does 40 damage times the number of heads."", ""damage"": ""40x""}, {""cost"": [""Grass""], ""name"": ""Called Shot"", ""effect"": ""Choose 1 of your opponent's Pok\u00e9mon. This attack does 10 damage times the amount of Grass Energy to Exeggutor. (Don't apply Weakness or Resistance for Benched Pok\u00e9mon.)""}]","[{""type"": ""Fire"", ""value"": ""\u00d72""}]",[],1,,https://assets.tcgdex.net/en/ecard/ecard2/12/low.png,https://assets.tcgdex.net/en/ecard/ecard2/12/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": true, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,100,62.57,60.71,19.89,68.3,,,,,{},2026-05-30T00:47:09.000Z,67.54,19.89,68.3,100,62.57,60.71,,,14.99,,,,60.71,,,
bw7-12,Servine,12,Pokemon,Uncommon,bw7,Boundaries Crossed,,,Mizue,80,Grass,Stage1,2,"[{""cost"": [""Grass""], ""name"": ""Vine Whip"", ""damage"": 20}, {""cost"": [""Grass"", ""Colorless"", ""Colorless""], ""name"": ""Double Slash"", ""effect"": ""Flip 2 coins. This attack does 40 damage times the number of heads."", ""damage"": 40}]","[{""type"": ""Fire"", ""value"": ""\u00d72""}]",[],1,,https://assets.tcgdex.net/en/bw/bw7/12/low.png,https://assets.tcgdex.net/en/bw/bw7/12/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.21,0.16,0.2,0.03,0.2,,,,,{},2026-05-30T00:47:09.000Z,0.19,0.03,0.2,0.21,0.16,0.2,4,0.5,2.64,,,,0.2,,,
ecard1-12,Feraligatr,12,Pokemon,Rare,ecard1,Expedition Base Set,,,Mitsuhiro Arita,120,Water,Stage2,1,"[{""cost"": [""Water"", ""Water"", ""Colorless"", ""Colorless""], ""name"": ""Rending Jaws"", ""effect"": ""If there are no damage counters on the Defending Pok\u00e9mon, this attack's base damage is 40 instead of 70."", ""damage"": 70}]","[{""type"": ""Lightning"", ""value"": ""\u00d72""}]",[],3,,https://assets.tcgdex.net/en/ecard/ecard1/12/low.png,https://assets.tcgdex.net/en/ecard/ecard1/12/high.png,"{""firstEdition"": false, ""holo"": true, ""normal"": false, ""reverse"": true, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,75,116.97,68.3,9.94,97.11,,,,,{},2026-05-30T00:47:09.000Z,144.98,9.94,97.11,75,116.97,68.3,21.71,9.94,29.86,,,,68.3,,,
bw6-12,Roselia,12,Pokemon,Uncommon,bw6,Dragons Exalted,,,Suwama Chiaki,70,Grass,Basic,2,"[{""cost"": [""Colorless""], ""name"": ""Double Whip"", ""effect"": ""Flip 2 coins. This attack does 10 damage times the number of heads."", ""damage"": 10}, {""cost"": [""Grass""], ""name"": ""Relaxing Fragrance"", ""effect"": ""Heal 30 damage and remove all Special Conditions from this Pok\u00e9mon.""}]","[{""type"": ""Fire"", ""value"": ""\u00d72""}]","[{""type"": ""Water"", ""value"": ""-20""}]",1,,https://assets.tcgdex.net/en/bw/bw6/12/low.png,https://assets.tcgdex.net/en/bw/bw6/12/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.31,0.2,0.39,0.02,0.66,,,,,{},2026-05-30T00:47:09.000Z,0.5,0.02,0.66,0.31,0.2,0.39,2,0.49,1.8,,,,0.39,,,
bw10-12,Larvesta,12,Pokemon,Common,bw10,Plasma Blast,,,Masakazu Fukuda,70,Fire,Basic,2,"[{""cost"": [""Fire""], ""name"": ""Flare"", ""damage"": 10}, {""cost"": [""Fire"", ""Colorless""], ""name"": ""Ember"", ""effect"": ""Discard an Energy attached to this Pok\u00e9mon."", ""damage"": 30}]","[{""type"": ""Water"", ""value"": ""\u00d72""}]",[],3,,https://assets.tcgdex.net/en/bw/bw10/12/low.png,https://assets.tcgdex.net/en/bw/bw10/12/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.1,0.15,0.15,0.02,0.11,,,,,{},2026-05-30T00:47:09.000Z,0.17,0.02,0.11,0.1,0.15,0.15,,0.05,0.56,,,,0.15,,,
bw5-12,Flareon,12,Pokemon,Uncommon,bw5,Dark Explorers,,,Suwama Chiaki,90,Fire,Stage1,2,"[{""cost"": [""Colorless""], ""name"": ""Sand-Attack"", ""effect"": ""If the Defending Pok\u00e9mon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing."", ""damage"": 20}, {""cost"": [""Fire"", ""Colorless"", ""Colorless""], ""name"": ""Fire Slash"", ""effect"": ""You may discard a Fire Energy attached to this Pok\u00e9mon. If you do, this attack does 30 more damage."", ""damage"": 60}]","[{""type"": ""Water"", ""value"": ""\u00d72""}]",[],1,,https://assets.tcgdex.net/en/bw/bw5/12/low.png,https://assets.tcgdex.net/en/bw/bw5/12/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,2.09,4.78,3.54,0.4,4.15,,,,,{},2026-05-30T00:47:09.000Z,4.15,0.4,4.15,2.09,4.78,3.54,24.27,1.8,94.75,,,,3.54,,,
bw11-12,Leavanny,12,Pokemon,Rare,bw11,Legendary Treasures,,,match,130,Grass,Stage2,1,"[{""cost"": [""Grass"", ""Colorless"", ""Colorless""], ""name"": ""Cutting Arm"", ""effect"": ""Flip 2 coins. This attack does 20 more damage for each heads."", ""damage"": 40}]","[{""type"": ""Fire"", ""value"": ""\u00d72""}]",[],2,,https://assets.tcgdex.net/en/bw/bw11/12/low.png,https://assets.tcgdex.net/en/bw/bw11/12/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,1,2.26,2.58,1,2.04,,,,,{},2026-05-30T00:47:09.000Z,1,1,2.04,1,2.26,2.58,,12,4.76,,,,2.58,,,
basep-12,Mewtwo,12,Pokemon,Common,basep,Wizards Black Star Promos,,,Christopher Rush,60,Psychic,Basic,2,"[{""cost"": [""Psychic""], ""name"": ""Energy Control"", ""effect"": ""Flip a coin. If heads, choose a basic Energy card attached to 1 of your opponent's Pok\u00e9mon and attach it to another of your opponent's Pok\u00e9mon of your choice.""}, {""cost"": [""Psychic"", ""Psychic"", ""Psychic""], ""name"": ""Telekinesis"", ""effect"": ""Choose 1 of your opponent's Pok\u00e9mon. This attack does 30 damage to that Pok\u00e9mon. Don't apply Weakness and Resistance for this attack. (Any other effects that would happen after applying Weakness and Resistance still happen.)"", ""damage"": 30}]","[{""type"": ""Psychic"", ""value"": ""\u00d72""}]",[],2,,https://assets.tcgdex.net/en/base/basep/12/low.png,https://assets.tcgdex.net/en/base/basep/12/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,,,,,,,,,,,{},,,,,,,,,,,,,,,,,
bw8-12,Foongus,12,Pokemon,Common,bw8,Plasma Storm,,,Mitsuhiro Arita,40,Grass,Basic,1,"[{""cost"": [""Colorless""], ""name"": ""Astonish"", ""effect"": ""Flip a coin. If heads, choose a random card from your opponent's hand. Your opponent reveals that card and shuffles it into his or her deck.""}]","[{""type"": ""Fire"", ""value"": ""\u00d72""}]","[{""type"": ""Water"", ""value"": ""-20""}]",1,,https://assets.tcgdex.net/en/bw/bw8/12/low.png,https://assets.tcgdex.net/en/bw/bw8/12/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.05,0.13,0.12,0.02,0.09,,,,,{},2026-05-30T00:47:09.000Z,0.12,0.02,0.09,0.05,0.13,0.12,0.5,0.1,0.49,,,,0.12,,,
bw9-12,Flareon,12,Pokemon,Uncommon,bw9,Plasma Freeze,,,5ban Graphics,100,Fire,Stage1,2,"[{""cost"": [""Colorless"", ""Colorless""], ""name"": ""Vengeance"", ""effect"": ""Does 10 more damage for each Pok\u00e9mon in your discard pile."", ""damage"": 20}, {""cost"": [""Fire"", ""Colorless"", ""Colorless""], ""name"": ""Heat Tackle"", ""effect"": ""This Pok\u00e9mon does 10 damage to itself."", ""damage"": 90}]","[{""type"": ""Water"", ""value"": ""\u00d72""}]",[],2,,https://assets.tcgdex.net/en/bw/bw9/12/low.png,https://assets.tcgdex.net/en/bw/bw9/12/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,4,3.73,2.95,0.05,2.97,,,,,{},2026-05-30T00:47:09.000Z,3.18,0.05,2.97,4,3.73,2.95,12.35,1.3,17.29,,,,2.95,,,
gym1-12,Rocket's Moltres,12,Pokemon,Rare Holo,gym1,Gym Heroes,,,Ken Sugimori,60,Fire,Basic,1,"[{""cost"": [""Fire"", ""Fire"", ""Fire""], ""name"": ""Fire Wall"", ""effect"": ""If an attack does damage to Rocket's Moltres during your opponent's next turn (even if Rocket's Moltres is Knocked Out), Rocket's Moltres attacks your opponent's Active Pok\u00e9mon for 10 damage. (Apply Weakness and Resistance.)"", ""damage"": 40}]",[],"[{""type"": ""Fighting"", ""value"": ""-30""}]",2,,https://assets.tcgdex.net/en/gym/gym1/12/low.png,https://assets.tcgdex.net/en/gym/gym1/12/high.png,"{""firstEdition"": true, ""holo"": true, ""normal"": false, ""reverse"": false, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,145.33,118.33,99,22.4,106.37,,,,,{},2026-05-30T00:47:09.000Z,114.63,22.4,106.37,145.33,118.33,99,,,32.51,,,,99,,,
base4-12,Nidoqueen,12,Pokemon,Rare,base4,Base Set 2,,,Ken Sugimori,90,Grass,Stage2,2,"[{""cost"": [""Grass"", ""Colorless""], ""name"": ""Boyfriends"", ""effect"": ""Does 20 damage plus 20 more damage for each Nidoking you have in play."", ""damage"": 20}, {""cost"": [""Grass"", ""Grass"", ""Colorless"", ""Colorless""], ""name"": ""Mega Punch"", ""damage"": 50}]","[{""type"": ""Psychic"", ""value"": ""\u00d72""}]",[],3,,https://assets.tcgdex.net/en/base/base4/12/low.png,https://assets.tcgdex.net/en/base/base4/12/high.png,"{""firstEdition"": false, ""holo"": true, ""normal"": false, ""reverse"": false, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,22.5,31.68,28.94,7.94,21.87,,,,,{},2026-05-30T00:47:09.000Z,26.44,7.94,21.87,22.5,31.68,28.94,,,12.68,,,,28.94,,,
xy11-12,Foongus,12,Pokemon,Common,xy11,Steam Siege,,,Yuka Morii,40,Grass,Basic,1,"[{""cost"": [""Grass""], ""name"": ""Ram"", ""damage"": 10}]","[{""type"": ""Fire"", ""value"": ""\u00d72""}]",[],1,,https://assets.tcgdex.net/en/xy/xy11/12/low.png,https://assets.tcgdex.net/en/xy/xy11/12/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.05,0.15,0.12,0.02,0.23,,,,,{},2026-05-30T00:47:09.000Z,0.16,0.02,0.23,0.05,0.15,0.12,0.33,0.05,0.37,,,,0.12,,,
xy1-13,Quilladin,13,Pokemon,Uncommon,xy1,XY,,,5ban Graphics,90,Grass,Stage1,2,"[{""cost"": [""Colorless""], ""name"": ""Scrunch"", ""effect"": ""Flip a coin. If heads, prevent all damage done to this Pok\u00e9mon by attacks during your opponent's next turn.""}, {""cost"": [""Grass"", ""Grass"", ""Colorless""], ""name"": ""Wood Hammer"", ""effect"": ""This Pok\u00e9mon does 10 damage to itself."", ""damage"": 70}]","[{""type"": ""Fire"", ""value"": ""\u00d72""}]",[],3,,https://assets.tcgdex.net/en/xy/xy1/13/low.png,https://assets.tcgdex.net/en/xy/xy1/13/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,5.95,1.76,1.99,0.02,1.69,,,,,{},2026-05-30T00:47:09.000Z,1.53,0.02,1.69,5.95,1.76,1.99,3.79,0.44,3.51,,,,1.99,,,
